---------------------------------
    Results for GMC_10074_G5_1uM_Day6.avi 
---------------------------------
Raw data:
Particle    BPM    Bend Measure    Speed    Area    Appears in frames    Region
527    29.158879    1.441272    0.011682    0.007744    503    all
528    27.936963    4.019353    0.011121    0.009196    688    all
529    45.367847    1.860437    0.023443    0.007260    728    all
530    30.873786    1.565236    0.014642    0.004114    510    all
531    34.562212    0.000000    0.017091    0.004961    205    all
532    40.490798    0.843157    0.022001    0.008228    257    all
533    32.812500    3.803795    0.004015    0.007502    285    all
534    18.411552    0.274634    0.009901    0.004235    271    all
535    11.600000    3.420487    0.005594    0.007623    740    all
536    20.652174    0.382093    0.022773    0.005203    272    all
537    19.075145    3.224045    0.011785    0.007502    836    all
538    24.657534    3.190568    0.006855    0.009075    216    all
539    24.812030    2.827577    0.013602    0.008349    340    all
540    50.785340    2.301771    0.029614    0.008833    560    all
541    1.717557    0.558757    0.014813    0.009922    481    all
542    29.568789    0.214300    0.021466    0.010043    473    all
543    18.055556    2.511485    0.010869    0.007139    203    all
544    11.365902    3.276882    0.001656    0.005445    953    all
545    14.971209    4.663639    0.004601    0.005445    508    all
546    45.967742    1.680927    0.021460    0.005808    235    all
547    27.906977    0.692400    0.017283    0.007502    511    all
548    33.834586    0.525521    0.014312    0.006897    260    all
549    29.323308    3.762088    0.025206    0.007744    260    all
550    24.705882    3.082681    0.012893    0.004356    766    all
551    18.604651    2.111345    0.004777    0.003388    512    all
552    45.283019    3.534787    0.021434    0.005082    249    all
553    32.339450    3.638032    0.022844    0.007623    435    all
554    36.111111    3.649327    0.027379    0.004114    208    all
555    0.000000    3.478635    0.000743    0.011253    234    all
556    25.984252    0.185464    0.014973    0.003267    606    all
557    8.187135    4.106880    0.001880    0.007381    484    all
558    43.143813    3.467795    0.015550    0.008712    273    all
559    15.741675    0.207558    0.004178    0.007381    981    all
560    36.470588    1.762561    0.013752    0.007744    255    all
561    35.573123    2.634959    0.013260    0.004719    241    all
562    48.128342    2.571971    0.022314    0.004477    561    all
563    23.826715    3.235458    0.006017    0.010285    267    all
564    46.768061    3.567590    0.010062    0.008591    519    all
565    37.500000    2.541193    0.022863    0.008833    399    all
566    33.201581    4.147708    0.012416    0.005203    254    all
567    33.333333    1.772162    0.005380    0.007744    239    all
568    18.750000    2.944721    0.009440    0.004114    398    all
569    45.652174    2.797781    0.012437    0.005929    219    all
570    32.957746    0.388765    0.003668    0.007018    233    all
571    20.689655    4.103125    0.007410    0.009922    979    all
572    39.752650    3.090592    0.027564    0.008470    467    all
573    33.155792    4.678404    0.014077    0.007502    752    all
574    28.800000    2.661094    0.000687    0.005687    341    all
575    0.742574    3.164371    0.000685    0.010527    241    all
576    5.020921    3.721267    0.015549    0.007623    207    all
577    33.121019    2.664898    0.023609    0.004477    455    all
578    44.939271    2.642374    0.024548    0.008591    247    all
579    47.560976    2.673547    0.014700    0.004719    240    all
580    18.478261    3.303181    0.005580    0.005445    254    all
581    1.810865    2.230943    0.000633    0.008712    358    all
582    39.726027    3.804162    0.023573    0.007381    217    all
583    46.721311    2.330416    0.010276    0.009075    228    all
584    22.422680    1.839726    0.010479    0.009317    373    all
585    44.210526    2.165448    0.006858    0.005929    370    all
586    35.856574    0.923314    0.011387    0.010285    234    all
587    31.643002    2.095564    0.013792    0.007320    477    all
588    10.153846    2.766763    0.004695    0.005929    304    all
589    23.493976    3.223452    0.024513    0.007744    304    all
590    45.294118    3.350429    0.018041    0.008228    491    all
591    49.864865    1.615415    0.019018    0.006776    661    all
592    13.865546    3.249083    0.018792    0.007986    218    all
593    2.307692    2.433658    0.001002    0.011495    355    all
594    12.834225    2.396874    0.016021    0.008833    364    all
595    22.792608    4.288653    0.004879    0.009377    487    all
596    48.765432    3.774968    0.018572    0.010164    478    all
597    33.950617    0.931469    0.004194    0.008228    285    all
598    5.010438    3.877316    0.001162    0.010285    333    all
599    36.220472    2.384788    0.011625    0.009559    366    all
600    46.261682    1.951961    0.016986    0.010648    207    all
601    52.995868    3.724238    0.023893    0.006050    963    all
602    31.120332    2.157542    0.018801    0.008470    954    all
603    32.608696    3.650428    0.015588    0.009196    230    all
604    31.232877    1.344733    0.013480    0.009922    271    all
605    2.462380    1.824830    0.001651    0.008470    732    all
606    32.558140    3.602073    0.017016    0.008591    365    all
607    39.473684    1.044215    0.015173    0.007139    229    all


